pageid,fileNameAbsolut,fileNameRelative,fileLastModifiedTime,fileCreationTime,fileSizeInBytes,level,keywords,categories,description,categoriesList,section,sectionPathAbsoulte,sectionPathRelative,webadress,vorgelagerteSectionPage,nachgelagerteSectionPage,sectionIndex
,C:/DocTool/content/Docus/Informatik/Tools/Dokumentation/DocumenationsToolsOverview.md,/Docus/Informatik/Tools/Dokumentation/DocumenationsToolsOverview.md,Thu Nov  5 10:12:58 2020,Thu Nov  5 10:12:37 2020,40,0,[''],[''],,"['Docus', 'Informatik', 'Tools', 'Dokumentation']",Dokumentation,C:/DocTool/content/Docus/Informatik/Tools/Dokumentation/,/Docus/Informatik/Tools/Dokumentation/,https://jhc90.github.io/Docus/Informatik/Tools/Dokumentation/DocumenationsToolsOverview.html,,,https://jhc90.github.io/index.html
,C:/DocTool/content/Docus/Informatik/Tools/Dokumentation/Git/0_Git-Installation.md,/Docus/Informatik/Tools/Dokumentation/Git/0_Git-Installation.md,Tue Nov  3 05:19:38 2020,Tue Nov  3 05:19:38 2020,1100,0,[''],[''],,"['Docus', 'Informatik', 'Tools', 'Dokumentation', 'Git']",Git,C:/DocTool/content/Docus/Informatik/Tools/Dokumentation/Git/,/Docus/Informatik/Tools/Dokumentation/Git/,https://jhc90.github.io/Docus/Informatik/Tools/Dokumentation/Git/0_Git-Installation.html,,,https://jhc90.github.io/index.html
,C:/DocTool/content/Docus/Informatik/Tools/Dokumentation/Git/Git-Workflows.md,/Docus/Informatik/Tools/Dokumentation/Git/Git-Workflows.md,Tue Nov  3 05:19:38 2020,Tue Nov  3 05:19:38 2020,13655,1,[''],[''],,"['Docus', 'Informatik', 'Tools', 'Dokumentation', 'Git']",Git,C:/DocTool/content/Docus/Informatik/Tools/Dokumentation/Git/,/Docus/Informatik/Tools/Dokumentation/Git/,https://jhc90.github.io/Docus/Informatik/Tools/Dokumentation/Git/Git-Workflows.html,,,https://jhc90.github.io/index.html
,C:/DocTool/content/Docus/Informatik/Tools/Dokumentation/Git/10_Git_Branches/GitCheckoutVsReset.md,/Docus/Informatik/Tools/Dokumentation/Git/10_Git_Branches/GitCheckoutVsReset.md,Tue Nov  3 05:19:38 2020,Tue Nov  3 05:19:38 2020,176,0,[''],[''],,"['Docus', 'Informatik', 'Tools', 'Dokumentation', 'Git', '10_Git_Branches']",10_Git_Branches,C:/DocTool/content/Docus/Informatik/Tools/Dokumentation/Git/10_Git_Branches/,/Docus/Informatik/Tools/Dokumentation/Git/10_Git_Branches/,https://jhc90.github.io/Docus/Informatik/Tools/Dokumentation/Git/10_Git_Branches/GitCheckoutVsReset.html,,,https://jhc90.github.io/index.html
,C:/DocTool/content/Docus/Informatik/Tools/Dokumentation/Git/10_Git_Branches/GitMerge.md,/Docus/Informatik/Tools/Dokumentation/Git/10_Git_Branches/GitMerge.md,Tue Nov  3 05:19:38 2020,Tue Nov  3 05:19:38 2020,619,1,[''],[''],,"['Docus', 'Informatik', 'Tools', 'Dokumentation', 'Git', '10_Git_Branches']",10_Git_Branches,C:/DocTool/content/Docus/Informatik/Tools/Dokumentation/Git/10_Git_Branches/,/Docus/Informatik/Tools/Dokumentation/Git/10_Git_Branches/,https://jhc90.github.io/Docus/Informatik/Tools/Dokumentation/Git/10_Git_Branches/GitMerge.html,,,https://jhc90.github.io/index.html
,C:/DocTool/content/Docus/Informatik/Tools/Dokumentation/Git/10_Git_Branches/00_GitBranchesOverview.md,/Docus/Informatik/Tools/Dokumentation/Git/10_Git_Branches/00_GitBranchesOverview.md,Tue Nov  3 17:14:27 2020,Tue Nov  3 05:19:38 2020,1152,2,"['git', ' branch']",[''],Hier wird das Konzept von Git-Branches in den Grundzügen erklärt,"['Docus', 'Informatik', 'Tools', 'Dokumentation', 'Git', '10_Git_Branches']",10_Git_Branches,C:/DocTool/content/Docus/Informatik/Tools/Dokumentation/Git/10_Git_Branches/,/Docus/Informatik/Tools/Dokumentation/Git/10_Git_Branches/,https://jhc90.github.io/Docus/Informatik/Tools/Dokumentation/Git/10_Git_Branches/00_GitBranchesOverview.html,,,https://jhc90.github.io/index.html
,C:/DocTool/content/Docus/Informatik/Tools/Dokumentation/Git/10_Git_Branches/10_GitBranchWechseln.md,/Docus/Informatik/Tools/Dokumentation/Git/10_Git_Branches/10_GitBranchWechseln.md,Tue Nov  3 17:14:15 2020,Tue Nov  3 17:02:35 2020,464,3,"['git', ' branch', ' checkout']",[''],Hier wird das Wechseln zwischen loaklen Branches erklärt,"['Docus', 'Informatik', 'Tools', 'Dokumentation', 'Git', '10_Git_Branches']",10_Git_Branches,C:/DocTool/content/Docus/Informatik/Tools/Dokumentation/Git/10_Git_Branches/,/Docus/Informatik/Tools/Dokumentation/Git/10_Git_Branches/,https://jhc90.github.io/Docus/Informatik/Tools/Dokumentation/Git/10_Git_Branches/10_GitBranchWechseln.html,,,https://jhc90.github.io/index.html
,C:/DocTool/content/Docus/Informatik/Tools/Dokumentation/Git/10_Git_Branches/20_GitBranchAnzeigen.md,/Docus/Informatik/Tools/Dokumentation/Git/10_Git_Branches/20_GitBranchAnzeigen.md,Tue Nov  3 17:02:43 2020,Tue Nov  3 05:19:38 2020,521,4,"['git', ' branch', ' branch -a']",[''],Hier wird das Anzeigen von Git Branches lokal und remote innerhalb des CLI erklärt,"['Docus', 'Informatik', 'Tools', 'Dokumentation', 'Git', '10_Git_Branches']",10_Git_Branches,C:/DocTool/content/Docus/Informatik/Tools/Dokumentation/Git/10_Git_Branches/,/Docus/Informatik/Tools/Dokumentation/Git/10_Git_Branches/,https://jhc90.github.io/Docus/Informatik/Tools/Dokumentation/Git/10_Git_Branches/20_GitBranchAnzeigen.html,,,https://jhc90.github.io/index.html
,C:/DocTool/content/Docus/Informatik/Tools/Dokumentation/Git/10_Git_Branches/30_GitCheckout-Localbranch.md,/Docus/Informatik/Tools/Dokumentation/Git/10_Git_Branches/30_GitCheckout-Localbranch.md,Tue Nov  3 17:16:12 2020,Tue Nov  3 05:19:38 2020,2379,5,"['git', ' branch', ' localBranch', ' checkout -b']",[''],Hier wird erklärt wie ein Branch erstellt und genutzt wird,"['Docus', 'Informatik', 'Tools', 'Dokumentation', 'Git', '10_Git_Branches']",10_Git_Branches,C:/DocTool/content/Docus/Informatik/Tools/Dokumentation/Git/10_Git_Branches/,/Docus/Informatik/Tools/Dokumentation/Git/10_Git_Branches/,https://jhc90.github.io/Docus/Informatik/Tools/Dokumentation/Git/10_Git_Branches/30_GitCheckout-Localbranch.html,,,https://jhc90.github.io/index.html
,C:/DocTool/content/Docus/Informatik/Tools/Dokumentation/Git/10_Git_Branches/40_GitCheckout-Remotebranch.md,/Docus/Informatik/Tools/Dokumentation/Git/10_Git_Branches/40_GitCheckout-Remotebranch.md,Tue Nov  3 17:19:06 2020,Tue Nov  3 16:51:54 2020,1697,6,"['git', ' branch', ' remoteBranch']",[''],Hier wird das Anzeigen von Git Branches lokal und remote innerhalb des CLI erklärt,"['Docus', 'Informatik', 'Tools', 'Dokumentation', 'Git', '10_Git_Branches']",10_Git_Branches,C:/DocTool/content/Docus/Informatik/Tools/Dokumentation/Git/10_Git_Branches/,/Docus/Informatik/Tools/Dokumentation/Git/10_Git_Branches/,https://jhc90.github.io/Docus/Informatik/Tools/Dokumentation/Git/10_Git_Branches/40_GitCheckout-Remotebranch.html,,,https://jhc90.github.io/index.html
,C:/DocTool/content/Docus/Informatik/Tools/Dokumentation/Git/10_Git_Branches/50_GitBranchesMerge.md,/Docus/Informatik/Tools/Dokumentation/Git/10_Git_Branches/50_GitBranchesMerge.md,Tue Nov  3 17:18:50 2020,Tue Nov  3 05:19:38 2020,875,7,"['git', ' branch', ' mergeBranches']",[''],Hier wird das Mergen von Git Branches lokal und remote innerhalb des CLI erklärt,"['Docus', 'Informatik', 'Tools', 'Dokumentation', 'Git', '10_Git_Branches']",10_Git_Branches,C:/DocTool/content/Docus/Informatik/Tools/Dokumentation/Git/10_Git_Branches/,/Docus/Informatik/Tools/Dokumentation/Git/10_Git_Branches/,https://jhc90.github.io/Docus/Informatik/Tools/Dokumentation/Git/10_Git_Branches/50_GitBranchesMerge.html,,,https://jhc90.github.io/index.html
,C:/DocTool/content/Docus/Informatik/Tools/Dokumentation/Git/10_Git_Branches/60_GitBranchDelete.md,/Docus/Informatik/Tools/Dokumentation/Git/10_Git_Branches/60_GitBranchDelete.md,Tue Nov  3 17:17:44 2020,Tue Nov  3 05:19:38 2020,656,8,"['git', ' branch', ' deleteBranch']",[''],Hier wird das Löschen von Git Branches lokal innerhalb der CLI erklärt,"['Docus', 'Informatik', 'Tools', 'Dokumentation', 'Git', '10_Git_Branches']",10_Git_Branches,C:/DocTool/content/Docus/Informatik/Tools/Dokumentation/Git/10_Git_Branches/,/Docus/Informatik/Tools/Dokumentation/Git/10_Git_Branches/,https://jhc90.github.io/Docus/Informatik/Tools/Dokumentation/Git/10_Git_Branches/60_GitBranchDelete.html,,,https://jhc90.github.io/index.html
,C:/DocTool/content/Docus/Informatik/Tools/Dokumentation/VS-Code/ExampleVsCode.md,/Docus/Informatik/Tools/Dokumentation/VS-Code/ExampleVsCode.md,Mon Nov  9 13:05:12 2020,Wed Nov  4 12:59:52 2020,289104,0,[''],[''],,"['Docus', 'Informatik', 'Tools', 'Dokumentation', 'VS-Code']",VS-Code,C:/DocTool/content/Docus/Informatik/Tools/Dokumentation/VS-Code/,/Docus/Informatik/Tools/Dokumentation/VS-Code/,https://jhc90.github.io/Docus/Informatik/Tools/Dokumentation/VS-Code/ExampleVsCode.html,,,https://jhc90.github.io/index.html
,C:/DocTool/content/Docus/Informatik/Tools/Dokumentation/VS-Code/VS-Code-Landing.md,/Docus/Informatik/Tools/Dokumentation/VS-Code/VS-Code-Landing.md,Tue Nov  3 19:34:39 2020,Tue Nov  3 18:03:28 2020,733,1,[''],[''],,"['Docus', 'Informatik', 'Tools', 'Dokumentation', 'VS-Code']",VS-Code,C:/DocTool/content/Docus/Informatik/Tools/Dokumentation/VS-Code/,/Docus/Informatik/Tools/Dokumentation/VS-Code/,https://jhc90.github.io/Docus/Informatik/Tools/Dokumentation/VS-Code/VS-Code-Landing.html,,,https://jhc90.github.io/index.html
091120200813-Basics,C:/DocTool/content/Docus/Informatik/Web-Development/CSS/01_CSS_Basics.md,/Docus/Informatik/Web-Development/CSS/01_CSS_Basics.md,Mon Nov  9 08:13:30 2020,Tue Nov  3 05:19:38 2020,2743,0,"['CSS', ' Basics']",[''],"Hier ein Überblick über die CSS-Basics, ein Beispiel was damit erstellt werden kann","['Docus', 'Informatik', 'Web-Development', 'CSS']",CSS,C:/DocTool/content/Docus/Informatik/Web-Development/CSS/,/Docus/Informatik/Web-Development/CSS/,https://jhc90.github.io/Docus/Informatik/Web-Development/CSS/01_CSS_Basics.html,,091120200814-IDsKlassen,https://jhc90.github.io/index.html
091120200814-IDsKlassen,C:/DocTool/content/Docus/Informatik/Web-Development/CSS/02_CSS_KlassenIds.md,/Docus/Informatik/Web-Development/CSS/02_CSS_KlassenIds.md,Mon Nov  9 08:14:32 2020,Tue Nov  3 05:19:38 2020,1091,1,"['CSS', ' IDs', ' Classes']",[''],Hier eine kurze Einführung zu Ids und Klassen im Kontext von CSS,"['Docus', 'Informatik', 'Web-Development', 'CSS']",CSS,C:/DocTool/content/Docus/Informatik/Web-Development/CSS/,/Docus/Informatik/Web-Development/CSS/,https://jhc90.github.io/Docus/Informatik/Web-Development/CSS/02_CSS_KlassenIds.html,091120200813-Basics,091120200814-Colors,https://jhc90.github.io/index.html
091120200814-Colors,C:/DocTool/content/Docus/Informatik/Web-Development/CSS/03_CSS_DIV_boxes.md,/Docus/Informatik/Web-Development/CSS/03_CSS_DIV_boxes.md,Mon Nov  9 08:17:59 2020,Tue Nov  3 05:19:38 2020,1014,2,"['CSS', ' Div', ' Div-Boxen']",[''],Hier eine Einführung zu Div-Boxen im Kontext von CSS,"['Docus', 'Informatik', 'Web-Development', 'CSS']",CSS,C:/DocTool/content/Docus/Informatik/Web-Development/CSS/,/Docus/Informatik/Web-Development/CSS/,https://jhc90.github.io/Docus/Informatik/Web-Development/CSS/03_CSS_DIV_boxes.html,091120200814-IDsKlassen,091120200841-Colors,https://jhc90.github.io/index.html
091120200841-Colors,C:/DocTool/content/Docus/Informatik/Web-Development/CSS/04_Farben.md,/Docus/Informatik/Web-Development/CSS/04_Farben.md,Mon Nov  9 08:41:17 2020,Tue Nov  3 05:19:38 2020,957,3,"['CSS', ' Farben']",[''],Hier eine Einführung zu Farben in der Wenentwicklung,"['Docus', 'Informatik', 'Web-Development', 'CSS']",CSS,C:/DocTool/content/Docus/Informatik/Web-Development/CSS/,/Docus/Informatik/Web-Development/CSS/,https://jhc90.github.io/Docus/Informatik/Web-Development/CSS/04_Farben.html,091120200814-Colors,091120200841-Floating,https://jhc90.github.io/index.html
091120200841-Floating,C:/DocTool/content/Docus/Informatik/Web-Development/CSS/05_Floating.md,/Docus/Informatik/Web-Development/CSS/05_Floating.md,Mon Nov  9 08:42:49 2020,Tue Nov  3 05:19:38 2020,1854,4,"['CSS', ' Floating']",[''],Hier eine Einführung zu Floating in der Wenentwicklung,"['Docus', 'Informatik', 'Web-Development', 'CSS']",CSS,C:/DocTool/content/Docus/Informatik/Web-Development/CSS/,/Docus/Informatik/Web-Development/CSS/,https://jhc90.github.io/Docus/Informatik/Web-Development/CSS/05_Floating.html,091120200841-Colors,091120200841-Posttion,https://jhc90.github.io/index.html
091120200841-Posttion,C:/DocTool/content/Docus/Informatik/Web-Development/CSS/06_Position.md,/Docus/Informatik/Web-Development/CSS/06_Position.md,Mon Nov  9 08:43:28 2020,Tue Nov  3 05:19:38 2020,2492,5,"['CSS', ' Posttion']",[''],Hier eine Einführung zu Posttion in der Webentwicklung,"['Docus', 'Informatik', 'Web-Development', 'CSS']",CSS,C:/DocTool/content/Docus/Informatik/Web-Development/CSS/,/Docus/Informatik/Web-Development/CSS/,https://jhc90.github.io/Docus/Informatik/Web-Development/CSS/06_Position.html,091120200841-Floating,091120200841-MarginsPaddings,https://jhc90.github.io/index.html
091120200841-MarginsPaddings,C:/DocTool/content/Docus/Informatik/Web-Development/CSS/07_MarginsPadding.md,/Docus/Informatik/Web-Development/CSS/07_MarginsPadding.md,Mon Nov  9 08:43:41 2020,Tue Nov  3 05:19:38 2020,1965,6,"['CSS', ' MarginsPaddings']",[''],Hier eine Einführung zu MarginsPaddings in der Wenentwicklung,"['Docus', 'Informatik', 'Web-Development', 'CSS']",CSS,C:/DocTool/content/Docus/Informatik/Web-Development/CSS/,/Docus/Informatik/Web-Development/CSS/,https://jhc90.github.io/Docus/Informatik/Web-Development/CSS/07_MarginsPadding.html,091120200841-Posttion,091120200841-Fonts,https://jhc90.github.io/index.html
091120200841-Fonts,C:/DocTool/content/Docus/Informatik/Web-Development/CSS/08_FontsTextStyling.md,/Docus/Informatik/Web-Development/CSS/08_FontsTextStyling.md,Mon Nov  9 08:44:06 2020,Tue Nov  3 05:19:38 2020,1056,7,"['CSS', ' Fonts', ' Schriftarten']",[''],Hier eine Einführung zu Schriftarten in der Wenentwicklung,"['Docus', 'Informatik', 'Web-Development', 'CSS']",CSS,C:/DocTool/content/Docus/Informatik/Web-Development/CSS/,/Docus/Informatik/Web-Development/CSS/,https://jhc90.github.io/Docus/Informatik/Web-Development/CSS/08_FontsTextStyling.html,091120200841-MarginsPaddings,,https://jhc90.github.io/index.html
,C:/DocTool/content/Docus/Informatik/Web-Development/Grundbegriffe-Webentwicklung/Tag.md,/Docus/Informatik/Web-Development/Grundbegriffe-Webentwicklung/Tag.md,Tue Nov  3 05:19:38 2020,Tue Nov  3 05:19:38 2020,152,0,[''],[''],,"['Docus', 'Informatik', 'Web-Development', 'Grundbegriffe-Webentwicklung']",Grundbegriffe-Webentwicklung,C:/DocTool/content/Docus/Informatik/Web-Development/Grundbegriffe-Webentwicklung/,/Docus/Informatik/Web-Development/Grundbegriffe-Webentwicklung/,https://jhc90.github.io/Docus/Informatik/Web-Development/Grundbegriffe-Webentwicklung/Tag.html,,,https://jhc90.github.io/index.html
091120200845-HTML-Basics,C:/DocTool/content/Docus/Informatik/Web-Development/HTML/01-HTML-Grundlagen.md,/Docus/Informatik/Web-Development/HTML/01-HTML-Grundlagen.md,Mon Nov  9 08:45:31 2020,Tue Nov  3 05:19:38 2020,1627,0,"['HTML', ' Basics']",[''],"Hier ein Überblick über die HTML-Basics, ein Beispiel was damit erstellt werden kann","['Docus', 'Informatik', 'Web-Development', 'HTML']",HTML,C:/DocTool/content/Docus/Informatik/Web-Development/HTML/,/Docus/Informatik/Web-Development/HTML/,https://jhc90.github.io/Docus/Informatik/Web-Development/HTML/01-HTML-Grundlagen.html,,091120200845-HTML-implementieurngen,https://jhc90.github.io/index.html
091120200845-HTML-implementieurngen,C:/DocTool/content/Docus/Informatik/Web-Development/HTML/02-HTML-TextEingaben.md,/Docus/Informatik/Web-Development/HTML/02-HTML-TextEingaben.md,Mon Nov  9 08:47:48 2020,Tue Nov  3 05:19:38 2020,3501,1,"['HTML', ' Basics']",[''],Hier ein Überblick üebr die HTML Implementierungen,"['Docus', 'Informatik', 'Web-Development', 'HTML']",HTML,C:/DocTool/content/Docus/Informatik/Web-Development/HTML/,/Docus/Informatik/Web-Development/HTML/,https://jhc90.github.io/Docus/Informatik/Web-Development/HTML/02-HTML-TextEingaben.html,091120200845-HTML-Basics,,https://jhc90.github.io/index.html
,C:/DocTool/content/Docus/Informatik/Web-Development/JavaScript/00_JS_Basics.md,/Docus/Informatik/Web-Development/JavaScript/00_JS_Basics.md,Tue Nov  3 05:19:38 2020,Tue Nov  3 05:19:38 2020,651,0,[''],[''],,"['Docus', 'Informatik', 'Web-Development', 'JavaScript']",JavaScript,C:/DocTool/content/Docus/Informatik/Web-Development/JavaScript/,/Docus/Informatik/Web-Development/JavaScript/,https://jhc90.github.io/Docus/Informatik/Web-Development/JavaScript/00_JS_Basics.html,,,https://jhc90.github.io/index.html
,C:/DocTool/content/Docus/Informatik/Web-Development/JavaScript/01_JS_Einbinden.md,/Docus/Informatik/Web-Development/JavaScript/01_JS_Einbinden.md,Tue Nov  3 05:19:38 2020,Tue Nov  3 05:19:38 2020,1075,1,[''],[''],,"['Docus', 'Informatik', 'Web-Development', 'JavaScript']",JavaScript,C:/DocTool/content/Docus/Informatik/Web-Development/JavaScript/,/Docus/Informatik/Web-Development/JavaScript/,https://jhc90.github.io/Docus/Informatik/Web-Development/JavaScript/01_JS_Einbinden.html,,,https://jhc90.github.io/index.html
,C:/DocTool/content/Docus/Informatik/Web-Development/JavaScript/02_JS_HTML_Element_Zugriff.md,/Docus/Informatik/Web-Development/JavaScript/02_JS_HTML_Element_Zugriff.md,Tue Nov  3 05:19:38 2020,Tue Nov  3 05:19:38 2020,1722,2,[''],[''],,"['Docus', 'Informatik', 'Web-Development', 'JavaScript']",JavaScript,C:/DocTool/content/Docus/Informatik/Web-Development/JavaScript/,/Docus/Informatik/Web-Development/JavaScript/,https://jhc90.github.io/Docus/Informatik/Web-Development/JavaScript/02_JS_HTML_Element_Zugriff.html,,,https://jhc90.github.io/index.html
,C:/DocTool/content/Docus/Informatik/Web-Development/JavaScript/03_JS_CSS_Element_Zugriff copy.md,/Docus/Informatik/Web-Development/JavaScript/03_JS_CSS_Element_Zugriff copy.md,Tue Nov  3 05:19:38 2020,Tue Nov  3 05:19:38 2020,825,3,[''],[''],,"['Docus', 'Informatik', 'Web-Development', 'JavaScript']",JavaScript,C:/DocTool/content/Docus/Informatik/Web-Development/JavaScript/,/Docus/Informatik/Web-Development/JavaScript/,https://jhc90.github.io/Docus/Informatik/Web-Development/JavaScript/03_JS_CSS_Element_Zugriff copy.html,,,https://jhc90.github.io/index.html
,C:/DocTool/content/Docus/Informatik/Web-Development/JavaScript/04_JS_Variablen.md,/Docus/Informatik/Web-Development/JavaScript/04_JS_Variablen.md,Tue Nov  3 05:19:38 2020,Tue Nov  3 05:19:38 2020,1371,4,[''],[''],,"['Docus', 'Informatik', 'Web-Development', 'JavaScript']",JavaScript,C:/DocTool/content/Docus/Informatik/Web-Development/JavaScript/,/Docus/Informatik/Web-Development/JavaScript/,https://jhc90.github.io/Docus/Informatik/Web-Development/JavaScript/04_JS_Variablen.html,,,https://jhc90.github.io/index.html
,C:/DocTool/content/Docus/Informatik/Web-Development/JavaScript/05_JS_.md,/Docus/Informatik/Web-Development/JavaScript/05_JS_.md,Tue Nov  3 05:19:38 2020,Tue Nov  3 05:19:38 2020,1387,5,[''],[''],,"['Docus', 'Informatik', 'Web-Development', 'JavaScript']",JavaScript,C:/DocTool/content/Docus/Informatik/Web-Development/JavaScript/,/Docus/Informatik/Web-Development/JavaScript/,https://jhc90.github.io/Docus/Informatik/Web-Development/JavaScript/05_JS_.html,,,https://jhc90.github.io/index.html
,C:/DocTool/content/Docus/Informatik/Web-Development/JavaScript/05_JS_Konditional.md,/Docus/Informatik/Web-Development/JavaScript/05_JS_Konditional.md,Tue Nov  3 05:19:38 2020,Tue Nov  3 05:19:38 2020,1387,6,[''],[''],,"['Docus', 'Informatik', 'Web-Development', 'JavaScript']",JavaScript,C:/DocTool/content/Docus/Informatik/Web-Development/JavaScript/,/Docus/Informatik/Web-Development/JavaScript/,https://jhc90.github.io/Docus/Informatik/Web-Development/JavaScript/05_JS_Konditional.html,,,https://jhc90.github.io/index.html
,C:/DocTool/content/Docus/Informatik/Web-Development/JavaScript/JS_Basics.md,/Docus/Informatik/Web-Development/JavaScript/JS_Basics.md,Tue Nov  3 05:19:38 2020,Tue Nov  3 05:19:38 2020,502,7,[''],[''],,"['Docus', 'Informatik', 'Web-Development', 'JavaScript']",JavaScript,C:/DocTool/content/Docus/Informatik/Web-Development/JavaScript/,/Docus/Informatik/Web-Development/JavaScript/,https://jhc90.github.io/Docus/Informatik/Web-Development/JavaScript/JS_Basics.html,,,https://jhc90.github.io/index.html
,C:/DocTool/content/Docus/Informatik/Web-Development/StaticWebsiteGeneratoren/00_Hugo_Start.md,/Docus/Informatik/Web-Development/StaticWebsiteGeneratoren/00_Hugo_Start.md,Tue Nov  3 05:19:38 2020,Tue Nov  3 05:19:38 2020,624,0,[''],[''],,"['Docus', 'Informatik', 'Web-Development', 'StaticWebsiteGeneratoren']",StaticWebsiteGeneratoren,C:/DocTool/content/Docus/Informatik/Web-Development/StaticWebsiteGeneratoren/,/Docus/Informatik/Web-Development/StaticWebsiteGeneratoren/,https://jhc90.github.io/Docus/Informatik/Web-Development/StaticWebsiteGeneratoren/00_Hugo_Start.html,,,https://jhc90.github.io/index.html
,C:/DocTool/content/Docus/Informatik/Web-Development/StaticWebsiteGeneratoren/xx_Documentation-ImportJavascript.md,/Docus/Informatik/Web-Development/StaticWebsiteGeneratoren/xx_Documentation-ImportJavascript.md,Tue Nov  3 05:19:38 2020,Tue Nov  3 05:19:38 2020,824,1,[''],[''],,"['Docus', 'Informatik', 'Web-Development', 'StaticWebsiteGeneratoren']",StaticWebsiteGeneratoren,C:/DocTool/content/Docus/Informatik/Web-Development/StaticWebsiteGeneratoren/,/Docus/Informatik/Web-Development/StaticWebsiteGeneratoren/,https://jhc90.github.io/Docus/Informatik/Web-Development/StaticWebsiteGeneratoren/xx_Documentation-ImportJavascript.html,,,https://jhc90.github.io/index.html
,C:/DocTool/content/Docus/Informatik/Web-Development/StaticWebsiteGeneratoren/hugo-menu-fuehrung.md,/Docus/Informatik/Web-Development/StaticWebsiteGeneratoren/hugo-menu-fuehrung.md,Tue Nov  3 05:19:38 2020,Tue Nov  3 05:19:38 2020,1660,2,[''],[''],,"['Docus', 'Informatik', 'Web-Development', 'StaticWebsiteGeneratoren']",StaticWebsiteGeneratoren,C:/DocTool/content/Docus/Informatik/Web-Development/StaticWebsiteGeneratoren/,/Docus/Informatik/Web-Development/StaticWebsiteGeneratoren/,https://jhc90.github.io/Docus/Informatik/Web-Development/StaticWebsiteGeneratoren/hugo-menu-fuehrung.html,,,https://jhc90.github.io/index.html
,C:/DocTool/content/Docus/Informatik/Web-Development/StaticWebsiteGeneratoren/hugo-images.md,/Docus/Informatik/Web-Development/StaticWebsiteGeneratoren/hugo-images.md,Tue Nov  3 05:19:38 2020,Tue Nov  3 05:19:38 2020,348,3,[''],[''],,"['Docus', 'Informatik', 'Web-Development', 'StaticWebsiteGeneratoren']",StaticWebsiteGeneratoren,C:/DocTool/content/Docus/Informatik/Web-Development/StaticWebsiteGeneratoren/,/Docus/Informatik/Web-Development/StaticWebsiteGeneratoren/,https://jhc90.github.io/Docus/Informatik/Web-Development/StaticWebsiteGeneratoren/hugo-images.html,,,https://jhc90.github.io/index.html
,C:/DocTool/content/Docus/Informatik/Web-Development/StaticWebsiteGeneratoren/14_Hugo_BlogPagination.md,/Docus/Informatik/Web-Development/StaticWebsiteGeneratoren/14_Hugo_BlogPagination.md,Tue Nov  3 05:19:38 2020,Tue Nov  3 05:19:38 2020,814,4,[''],[''],,"['Docus', 'Informatik', 'Web-Development', 'StaticWebsiteGeneratoren']",StaticWebsiteGeneratoren,C:/DocTool/content/Docus/Informatik/Web-Development/StaticWebsiteGeneratoren/,/Docus/Informatik/Web-Development/StaticWebsiteGeneratoren/,https://jhc90.github.io/Docus/Informatik/Web-Development/StaticWebsiteGeneratoren/14_Hugo_BlogPagination.html,,,https://jhc90.github.io/index.html
,C:/DocTool/content/Docus/Informatik/Web-Development/StaticWebsiteGeneratoren/14_Hugo_Blog.md,/Docus/Informatik/Web-Development/StaticWebsiteGeneratoren/14_Hugo_Blog.md,Tue Nov  3 05:19:38 2020,Tue Nov  3 05:19:38 2020,3536,5,[''],[''],,"['Docus', 'Informatik', 'Web-Development', 'StaticWebsiteGeneratoren']",StaticWebsiteGeneratoren,C:/DocTool/content/Docus/Informatik/Web-Development/StaticWebsiteGeneratoren/,/Docus/Informatik/Web-Development/StaticWebsiteGeneratoren/,https://jhc90.github.io/Docus/Informatik/Web-Development/StaticWebsiteGeneratoren/14_Hugo_Blog.html,,,https://jhc90.github.io/index.html
,C:/DocTool/content/Docus/Informatik/Web-Development/StaticWebsiteGeneratoren/13_Hugo_data.md,/Docus/Informatik/Web-Development/StaticWebsiteGeneratoren/13_Hugo_data.md,Tue Nov  3 05:19:38 2020,Tue Nov  3 05:19:38 2020,2310,6,[''],[''],,"['Docus', 'Informatik', 'Web-Development', 'StaticWebsiteGeneratoren']",StaticWebsiteGeneratoren,C:/DocTool/content/Docus/Informatik/Web-Development/StaticWebsiteGeneratoren/,/Docus/Informatik/Web-Development/StaticWebsiteGeneratoren/,https://jhc90.github.io/Docus/Informatik/Web-Development/StaticWebsiteGeneratoren/13_Hugo_data.html,,,https://jhc90.github.io/index.html
,C:/DocTool/content/Docus/Informatik/Web-Development/StaticWebsiteGeneratoren/12_Hugo_Special-Layout.md,/Docus/Informatik/Web-Development/StaticWebsiteGeneratoren/12_Hugo_Special-Layout.md,Tue Nov  3 05:19:38 2020,Tue Nov  3 05:19:38 2020,1807,7,[''],[''],,"['Docus', 'Informatik', 'Web-Development', 'StaticWebsiteGeneratoren']",StaticWebsiteGeneratoren,C:/DocTool/content/Docus/Informatik/Web-Development/StaticWebsiteGeneratoren/,/Docus/Informatik/Web-Development/StaticWebsiteGeneratoren/,https://jhc90.github.io/Docus/Informatik/Web-Development/StaticWebsiteGeneratoren/12_Hugo_Special-Layout.html,,,https://jhc90.github.io/index.html
